"","FIPS","GeoName","year","rpp_goods","rpp_services_housing","rpp_services_other","rpp_services_utilities","rpp_all_items"
"1172","40420","Rockford, IL (Metropolitan Statistical Area)",2010,"96.501","74.525","99.161","95.944","93.718"
"1173","40580","Rocky Mount, NC (Metropolitan Statistical Area)",2010,"97.025","57.276","99.722","101.138","90.311"
"1174","40660","Rome, GA (Metropolitan Statistical Area)",2010,"96.159","66.444","93.399","116.055","89.151"
"1175","40900","Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",2010,"97.37","128.161","98.717","82.017","101.898"
"1176","40980","Saginaw, MI (Metropolitan Statistical Area)",2010,"96.634","63.691","99.311","95.476","91.222"
"1177","41060","St. Cloud, MN (Metropolitan Statistical Area)",2010,"96.238","70.909","99.326","78.568","92.078"
"1178","41100","St. George, UT (Metropolitan Statistical Area)",2010,"99.398","80.035","97.424","83.188","93.665"
"1179","41140","St. Joseph, MO-KS (Metropolitan Statistical Area)",2010,"96.434","60.235","98.249","99.799","90.4"
"1180","41180","St. Louis, MO-IL (Metropolitan Statistical Area)",2010,"98.505","86.599","99.789","98.212","97.343"
"1181","41420","Salem, OR (Metropolitan Statistical Area)",2010,"100.495","96.775","99.561","81.63","98.748"
"1182","41500","Salinas, CA (Metropolitan Statistical Area)",2010,"97.37","159.95","98.717","82.002","105.817"
"1183","41540","Salisbury, MD-DE (Metropolitan Statistical Area)",2010,"96.406","83.362","94.595","111.698","93.074"
"1184","41620","Salt Lake City, UT (Metropolitan Statistical Area)",2010,"98.746","105.18","99.647","83.295","99.671"
"1185","41660","San Angelo, TX (Metropolitan Statistical Area)",2010,"96.615","72.824","99.676","120.012","93.938"
"1186","41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",2010,"96.602","87.319","99.411","119.893","96.928"
"1187","41740","San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",2010,"107.133","174.043","100.349","82.112","110.837"
"1188","41860","San Francisco-Oakland-Berkeley, CA (Metropolitan Statistical Area)",2010,"107.114","187.221","103.866","81.987","112.574"
"1189","41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",2010,"106.929","193.718","103.747","81.997","112.445"
"1190","42020","San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",2010,"97.37","151.982","98.717","82.115","105.739"
"1191","42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",2010,"107.114","164.313","103.866","81.979","111.969"
"1192","42140","Santa Fe, NM (Metropolitan Statistical Area)",2010,"97.439","103.568","100.105","87.593","99.425"
"1193","42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",2010,"97.37","174.814","98.717","82.252","107.212"
"1194","42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",2010,"107.114","157.004","103.866","82.072","111.601"
"1195","42340","Savannah, GA (Metropolitan Statistical Area)",2010,"96.68","91.342","100.037","116.109","97.774"
"1196","42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",2010,"98.124","71.003","99.965","92.704","94.157"
"1197","42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",2010,"105.419","131.7","100.432","83.266","105.553"
"1198","42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",2010,"96.375","98.876","94.288","101.196","96.034"
"1199","42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)",2010,"96.375","76.506","94.288","101.123","91.066"
"1200","43100","Sheboygan, WI (Metropolitan Statistical Area)",2010,"96.796","70.243","98.993","86.77","92.63"
"1201","43300","Sherman-Denison, TX (Metropolitan Statistical Area)",2010,"96.623","78.378","99.831","119.853","95.393"
"1202","43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)",2010,"96.915","69.406","99.486","107.942","92.976"
"1203","43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",2010,"98.826","68.14","98.081","103.667","92.154"
"1204","43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)",2010,"96.082","72.625","97.683","90.362","92.437"
"1205","43620","Sioux Falls, SD (Metropolitan Statistical Area)",2010,"96.418","83.031","99.076","85.566","95.506"
"1206","43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",2010,"96.245","78.302","98.142","95.359","93.756"
"1207","43900","Spartanburg, SC (Metropolitan Statistical Area)",2010,"96.903","61.556","99.683","107.356","91.168"
"1208","44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",2010,"98","87.876","99.76","83.17","96.606"
"1209","44100","Springfield, IL (Metropolitan Statistical Area)",2010,"96.501","74.131","99.161","95.896","93.875"
"1210","44140","Springfield, MA (Metropolitan Statistical Area)",2010,"98.184","99.75","100.131","85.965","99.064"
"1211","44180","Springfield, MO (Metropolitan Statistical Area)",2010,"96.599","71.407","98.467","99.134","92.69"
"1212","44220","Springfield, OH (Metropolitan Statistical Area)",2010,"96.427","65.326","98.886","98.186","91.442"
"1213","44300","State College, PA (Metropolitan Statistical Area)",2010,"98.124","107.698","99.965","92.551","100.421"
"1214","44420","Staunton, VA (Metropolitan Statistical Area)",2010,"95.84","70.543","94.334","100.871","89.613"
"1215","44700","Stockton, CA (Metropolitan Statistical Area)",2010,"97.37","114.123","98.717","81.927","99.998"
"1216","44940","Sumter, SC (Metropolitan Statistical Area)",2010,"96.715","61.894","98.246","107.125","89.707"
"1217","45060","Syracuse, NY (Metropolitan Statistical Area)",2010,"98.408","89.583","100.016","100.854","97.77"
"1218","45220","Tallahassee, FL (Metropolitan Statistical Area)",2010,"96.852","85.866","98.891","101.065","96.046"
"1219","45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",2010,"99.82","108.682","100.74","101.354","101.792"
"1220","45460","Terre Haute, IN (Metropolitan Statistical Area)",2010,"95.979","70.314","97.794","95.277","91.633"
"1221","45500","Texarkana, TX-AR (Metropolitan Statistical Area)",2010,"96.638","57.384","99.357","115.055","89.455"
"1222","45540","The Villages, FL (Metropolitan Statistical Area)",2010,"96.375","82.836","94.288","101.206","92.725"
"1223","45780","Toledo, OH (Metropolitan Statistical Area)",2010,"96.218","74.936","98.555","98.427","93.73"
"1224","45820","Topeka, KS (Metropolitan Statistical Area)",2010,"95.957","75.282","98.297","105.884","93.874"
"1225","45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)",2010,"99.15","132.8","103.847","121.312","106.229"
"1226","46060","Tucson, AZ (Metropolitan Statistical Area)",2010,"97.362","98.175","100.162","103.877","98.974"
"1227","46140","Tulsa, OK (Metropolitan Statistical Area)",2010,"97.177","73.256","99.619","110.559","94.063"
"1228","46220","Tuscaloosa, AL (Metropolitan Statistical Area)",2010,"96.446","64.181","98.92","124.314","91.277"
"1229","46300","Twin Falls, ID (Metropolitan Statistical Area) 1/",2010,"(NA)","(NA)","(NA)","(NA)","(NA)"
"1230","46340","Tyler, TX (Metropolitan Statistical Area)",2010,"96.623","94.142","99.831","119.832","98.393"
"1231","46520","Urban Honolulu, HI (Metropolitan Statistical Area)",2010,"112.451","175.394","99.639","115.48","112.565"
"1232","46540","Utica-Rome, NY (Metropolitan Statistical Area)",2010,"98.408","75.281","100.016","100.973","94.708"
"1233","46660","Valdosta, GA (Metropolitan Statistical Area)",2010,"96.159","70.96","93.399","115.934","90.314"
"1234","46700","Vallejo, CA (Metropolitan Statistical Area)",2010,"107.114","145.036","103.866","82.068","109.795"
"1235","47020","Victoria, TX (Metropolitan Statistical Area)",2010,"96.59","64.221","99.155","119.774","92.412"
"1236","47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",2010,"105.303","97.016","103.66","121.039","103.575"
"1237","47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",2010,"96.751","115.004","99.343","101.064","101.112"
"1238","47300","Visalia, CA (Metropolitan Statistical Area)",2010,"97.37","86.285","98.717","81.913","95.411"
"1239","47380","Waco, TX (Metropolitan Statistical Area)",2010,"96.602","77.028","99.395","119.981","94.919"
"1240","47460","Walla Walla, WA (Metropolitan Statistical Area)",2010,"99.301","83.497","97.96","83.114","95.125"
"1241","47580","Warner Robins, GA (Metropolitan Statistical Area)",2010,"96.68","64.868","100.037","115.888","92.164"
"1242","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",2010,"108.683","168.544","106.2","104.702","113.871"
"1243","47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",2010,"96.195","76.306","97.918","90.787","93.199"
"1244","48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)",2010,"98.408","88.433","100.016","100.89","97.215"
"1245","48140","Wausau-Weston, WI (Metropolitan Statistical Area)",2010,"96.259","78.01","98.275","86.637","93.54"
"1246","48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",2010,"96.666","52.331","99.12","95.53","88.301"
"1247","48300","Wenatchee, WA (Metropolitan Statistical Area)",2010,"99.301","83.869","97.96","83.087","94.985"
"1248","48540","Wheeling, WV-OH (Metropolitan Statistical Area)",2010,"96.833","53.727","99.676","94.728","89.02"
"1249","48620","Wichita, KS (Metropolitan Statistical Area)",2010,"96.449","74.028","99.133","105.663","94.133"
"1250","48660","Wichita Falls, TX (Metropolitan Statistical Area)",2010,"96.596","70.927","99.288","119.83","93.053"
"1251","48700","Williamsport, PA (Metropolitan Statistical Area)",2010,"98.124","63.527","99.965","92.437","91.893"
"1252","48900","Wilmington, NC (Metropolitan Statistical Area)",2010,"96.952","86.372","98.795","101.363","95.577"
"1253","49020","Winchester, VA-WV (Metropolitan Statistical Area)",2010,"95.998","89.937","94.588","98.461","94.359"
"1254","49180","Winston-Salem, NC (Metropolitan Statistical Area)",2010,"97.025","70.584","99.722","101.21","93.011"
"1255","49340","Worcester, MA-CT (Metropolitan Statistical Area)",2010,"99.928","109.405","101.889","87.571","101.865"
"1256","49420","Yakima, WA (Metropolitan Statistical Area)",2010,"97.893","84.799","99.913","83.125","95.857"
"1257","49620","York-Hanover, PA (Metropolitan Statistical Area)",2010,"98.124","90.655","99.965","92.554","97.8"
"1258","49660","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",2010,"96.783","63.94","99.121","97.148","90.999"
"1259","49700","Yuba City, CA (Metropolitan Statistical Area)",2010,"97.37","93.514","98.717","81.746","96.799"
"1260","49740","Yuma, AZ (Metropolitan Statistical Area)",2010,"97.362","76.779","100.162","103.858","94.181"
"1261","1","Alabama (Nonmetropolitan Portion)",2010,"96","45.676","94.413","124.245","83.649"
"1262","2","Alaska (Nonmetropolitan Portion)",2010,"99.803","105.776","98.635","101.453","100.092"
"1263","4","Arizona (Nonmetropolitan Portion)",2010,"98.826","64.043","98.081","103.82","90.15"
"1264","5","Arkansas (Nonmetropolitan Portion)",2010,"96.5","49.908","94.333","107.989","85.092"
"1265","6","California (Nonmetropolitan Portion)",2010,"98.586","104.066","98.231","81.856","98.92"
"1266","8","Colorado (Nonmetropolitan Portion)",2010,"98.829","99.184","98.031","85.854","98.146"
"1267","9","Connecticut (Nonmetropolitan Portion)",2010,"100.473","103.796","101.077","99.164","101.302"
"1268","10","Delaware (Nonmetropolitan Portion)",2010,"0","0","0","0","0"
"1269","11","District of Columbia (Nonmetropolitan Portion)",2010,"0","0","0","0","0"
"1270","12","Florida (Nonmetropolitan Portion)",2010,"96.375","78.953","94.288","101.145","91.748"
"1271","13","Georgia (Nonmetropolitan Portion)",2010,"96.159","56.049","93.399","115.798","86.353"
"1272","15","Hawaii (Nonmetropolitan Portion)",2010,"99.701","121.122","97.836","115.139","103.03"
"1273","16","Idaho (Nonmetropolitan Portion)",2010,"100.048","70.697","97.249","77.926","91.31"
"1274","17","Illinois (Nonmetropolitan Portion)",2010,"93.547","61.253","94.568","95.947","87.633"
"1275","18","Indiana (Nonmetropolitan Portion)",2010,"93.786","63.234","94.841","95.257","88.103"
"1276","19","Iowa (Nonmetropolitan Portion)",2010,"94.419","58.117","94.436","90.799","86.98"
"1277","20","Kansas (Nonmetropolitan Portion)",2010,"94.035","59.463","95.091","105.685","88.224"
"1278","21","Kentucky (Nonmetropolitan Portion)",2010,"96.863","52.758","94.87","93.992","86.039"
"1279","22","Louisiana (Nonmetropolitan Portion)",2010,"96.346","53.396","95.079","107.81","87.317"
"1280","23","Maine (Nonmetropolitan Portion)",2010,"98.169","73.09","99.711","61.441","92.329"
"1281","24","Maryland (Nonmetropolitan Portion)",2010,"96.145","84.552","94.636","111.582","93.52"
"1282","25","Massachusetts (Nonmetropolitan Portion)",2010,"98.171","122.14","100.117","85.913","103.889"
"1283","26","Michigan (Nonmetropolitan Portion)",2010,"94.244","69.708","95.638","95.234","89.094"
"1284","27","Minnesota (Nonmetropolitan Portion)",2010,"93.72","68.064","94.32","78.506","88.062"
"1285","28","Mississippi (Nonmetropolitan Portion)",2010,"96.414","48.145","94.51","116.211","84.804"
"1286","29","Missouri (Nonmetropolitan Portion)",2010,"94.229","55.102","94.519","99.079","85.636"
"1287","30","Montana (Nonmetropolitan Portion)",2010,"99.813","71.67","97.253","77.309","92.682"
"1288","31","Nebraska (Nonmetropolitan Portion)",2010,"93.913","59.793","93.512","91.734","87.641"
"1289","32","Nevada (Nonmetropolitan Portion)",2010,"99.424","87.15","98.381","107.575","96.893"
"1290","33","New Hampshire (Nonmetropolitan Portion)",2010,"97.899","111.844","100.948","77.58","101.267"
"1291","34","New Jersey (Nonmetropolitan Portion)",2010,"0","0","0","0","0"
"1292","35","New Mexico (Nonmetropolitan Portion)",2010,"98.641","62.15","97.827","87.409","89.675"
"1293","36","New York (Nonmetropolitan Portion)",2010,"98.408","77.76","100.016","100.894","94.858"
"1294","37","North Carolina (Nonmetropolitan Portion)",2010,"96.547","60.171","93.968","101.148","86.75"
"1295","38","North Dakota (Nonmetropolitan Portion)",2010,"93.733","66.751","93.085","73.765","88.217"
"1296","39","Ohio (Nonmetropolitan Portion)",2010,"94.203","61.294","95.554","98.305","88.458"
"1297","40","Oklahoma (Nonmetropolitan Portion)",2010,"96.525","53.606","93.867","110.413","86.328"
"1298","41","Oregon (Nonmetropolitan Portion)",2010,"99.464","80.421","97.797","81.599","94.134"
"1299","42","Pennsylvania (Nonmetropolitan Portion)",2010,"98.085","62.73","99.853","92.588","91.167"
"1300","44","Rhode Island (Nonmetropolitan Portion)",2010,"0","0","0","0","0"
"1301","45","South Carolina (Nonmetropolitan Portion)",2010,"96.182","56.879","94.359","107.161","86.692"
"1302","46","South Dakota (Nonmetropolitan Portion)",2010,"93.536","51.86","93.986","85.559","84.728"
"1303","47","Tennessee (Nonmetropolitan Portion)",2010,"96.248","53.744","94.289","102.516","85.628"
"1304","48","Texas (Nonmetropolitan Portion)",2010,"96.434","61.132","94.236","119.847","88.466"
"1305","49","Utah (Nonmetropolitan Portion)",2010,"99.398","77.836","97.424","83.253","93.196"
"1306","50","Vermont (Nonmetropolitan Portion)",2010,"98.557","99.162","99.39","74.258","98.369"
"1307","51","Virginia (Nonmetropolitan Portion)",2010,"96.367","64.232","95.227","100.655","88.2"
"1308","53","Washington (Nonmetropolitan Portion)",2010,"100.087","84.479","98.288","83.1","95.431"
"1309","54","West Virginia (Nonmetropolitan Portion)",2010,"96.485","52.308","95.396","91.122","85.828"
"1310","55","Wisconsin (Nonmetropolitan Portion)",2010,"93.73","72.705","94.929","86.661","89.723"
"1311","56","Wyoming (Nonmetropolitan Portion)",2010,"98.994","85.444","97.476","84.769","95.556"
"1312","0","United States",2011,"99.608","100.325","100.269","98.172","100"
"1313","999","United States (Nonmetropolitan Portion)",2011,"95.518","64.848","95.122","98.423","88.97"
"1314","10180","Abilene, TX (Metropolitan Statistical Area)",2011,"96.343","72.413","99.513","116.739","93.792"
"1315","10420","Akron, OH (Metropolitan Statistical Area)",2011,"95.196","79.249","98.468","97.845","94.167"
"1316","10500","Albany, GA (Metropolitan Statistical Area)",2011,"96.131","54.44","99.937","116.057","89.01"
"1317","10540","Albany-Lebanon, OR (Metropolitan Statistical Area)",2011,"98.476","87.329","99.39","84.462","96.289"
"1318","10580","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",2011,"98.095","106.926","99.37","100.792","100.073"
"1319","10740","Albuquerque, NM (Metropolitan Statistical Area)",2011,"98.64","94.117","103.638","87.403","99.837"
"1320","10780","Alexandria, LA (Metropolitan Statistical Area)",2011,"96.546","53.746","100.46","105.527","89.238"
"1321","10900","Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",2011,"98.338","102.447","99.623","97.574","99.541"
"1322","11020","Altoona, PA (Metropolitan Statistical Area)",2011,"97.891","70.797","98.769","95.228","92.665"
"1323","11100","Amarillo, TX (Metropolitan Statistical Area)",2011,"96.778","84.641","100.551","116.752","97.021"
"1324","11180","Ames, IA (Metropolitan Statistical Area)",2011,"94.835","92.636","90.864","91.603","92.575"
"1325","11260","Anchorage, AK (Metropolitan Statistical Area)",2011,"107.174","134.646","102.648","104.975","107.669"
"1326","11460","Ann Arbor, MI (Metropolitan Statistical Area)",2011,"101.169","111.163","97.499","98.252","100.373"
"1327","11500","Anniston-Oxford, AL (Metropolitan Statistical Area)",2011,"96.454","51.888","101.521","120.218","89.337"
"1328","11540","Appleton, WI (Metropolitan Statistical Area)",2011,"96.054","82.916","96.775","89.284","94.128"
"1329","11700","Asheville, NC (Metropolitan Statistical Area)",2011,"96.093","82.63","98.829","98.804","94.507"
"1330","12020","Athens-Clarke County, GA (Metropolitan Statistical Area)",2011,"96.427","74.286","100.851","116.162","94.576"
"1331","12060","Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",2011,"97.825","94.747","95.258","116.276","96.62"
"1332","12100","Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",2011,"107.122","116.923","100.339","118.631","106.012"
"1333","12220","Auburn-Opelika, AL (Metropolitan Statistical Area)",2011,"94.533","82.404","95.012","120.411","93.27"
"1334","12260","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",2011,"96.381","71.277","100.447","112.714","93.736"
"1335","12420","Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",2011,"96.881","108.658","100.799","116.748","100.797"
"1336","12540","Bakersfield, CA (Metropolitan Statistical Area)",2011,"99.102","92.865","102.504","81.999","99.047"
"1337","12580","Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",2011,"104.861","127.822","106.136","107.43","108.935"
"1338","12620","Bangor, ME (Metropolitan Statistical Area)",2011,"98.259","89.1","97.879","61.179","95.256"
"1339","12700","Barnstable Town, MA (Metropolitan Statistical Area)",2011,"97.995","121.982","99.501","84.587","103.459"
"1340","12940","Baton Rouge, LA (Metropolitan Statistical Area)",2011,"96.198","84.214","99.645","105.705","96.111"
"1341","12980","Battle Creek, MI (Metropolitan Statistical Area)",2011,"96.084","70.209","97.044","98.164","91.828"
"1342","13020","Bay City, MI (Metropolitan Statistical Area)",2011,"96.084","75.621","97.044","98.392","93.106"
"1343","13140","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",2011,"96.881","75.955","100.799","116.618","95.412"
"1344","13220","Beckley, WV (Metropolitan Statistical Area)",2011,"94.679","45.606","96.461","93.775","83.445"
"1345","13380","Bellingham, WA (Metropolitan Statistical Area)",2011,"99.299","112.962","103.462","86.948","103.318"
"1346","13460","Bend, OR (Metropolitan Statistical Area)",2011,"98.476","88.77","99.39","84.537","96.496"
"1347","13740","Billings, MT (Metropolitan Statistical Area)",2011,"99.505","84.134","102.413","80.69","97.896"
"1348","13780","Binghamton, NY (Metropolitan Statistical Area)",2011,"98.095","85.334","99.37","100.899","96.566"
"1349","13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)",2011,"96.375","75.269","101.242","120.508","95.276"
"1350","13900","Bismarck, ND (Metropolitan Statistical Area)",2011,"96.387","69.449","95.617","78.131","91.009"
"1351","13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area)",2011,"93.768","84.634","94.524","99.569","92.395"
"1352","14010","Bloomington, IL (Metropolitan Statistical Area)",2011,"95.947","86.536","96.86","96.225","95.12"
"1353","14020","Bloomington, IN (Metropolitan Statistical Area)",2011,"96.058","98.285","95.222","98.749","96.163"
"1354","14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",2011,"97.891","67.36","98.769","95.035","92.737"
"1355","14260","Boise City, ID (Metropolitan Statistical Area)",2011,"99.31","82.759","103.036","78.655","97.038"
"1356","14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",2011,"102.062","147.074","101.083","84.233","105.795"
"1357","14500","Boulder, CO (Metropolitan Statistical Area)",2011,"103.387","142.123","99.917","85.285","106.057"
"1358","14540","Bowling Green, KY (Metropolitan Statistical Area)",2011,"94.722","57.257","95.994","96.813","87.938"
"1359","14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",2011,"106.155","117.622","99.517","86.831","103.843"
"1360","14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",2011,"109.868","156.738","107.955","97.263","113.61"
"1361","15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)",2011,"96.881","60.493","100.799","116.648","90.087"
"1362","15260","Brunswick, GA (Metropolitan Statistical Area)",2011,"94.184","71.17","94.191","116.115","90.383"
"1363","15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",2011,"98.095","81.627","99.37","100.996","96.003"
"1364","15500","Burlington, NC (Metropolitan Statistical Area)",2011,"97.002","73.026","101.246","98.818","94.194"
"1365","15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)",2011,"98.579","126.198","97.67","75.628","100.931"
"1366","15680","California-Lexington Park, MD (Metropolitan Statistical Area)",2011,"93.885","127.535","95.74","107.307","99.584"
"1367","15940","Canton-Massillon, OH (Metropolitan Statistical Area)",2011,"96.059","67.88","96.095","97.721","91.035"
"1368","15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",2011,"96.966","98.565","100.937","98.126","99.115"
"1369","16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)",2011,"94.607","63.855","91.954","103.463","87.799"
"1370","16060","Carbondale-Marion, IL (Metropolitan Statistical Area)",2011,"94.025","70.575","92.458","96.058","88.649"
"1371","16180","Carson City, NV (Metropolitan Statistical Area)",2011,"98.688","97.809","97.617","103.246","98.133"
"1372","16220","Casper, WY (Metropolitan Statistical Area)",2011,"99.156","86.841","102.946","87.189","98.562"
"1373","16300","Cedar Rapids, IA (Metropolitan Statistical Area)",2011,"96.041","81.246","94.808","91.625","92.913"
"1374","16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",2011,"97.891","77.511","98.769","94.964","94.871"
"1375","16580","Champaign-Urbana, IL (Metropolitan Statistical Area)",2011,"95.792","92.117","96.498","96.116","95.534"
"1376","16620","Charleston, WV (Metropolitan Statistical Area)",2011,"96.145","66.916","100.166","93.909","92.732"
"1377","16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)",2011,"96.766","100.572","101.18","106.506","99.636"
"1378","16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2011,"96.672","84.02","100.476","99.981","96.172"
"1379","16820","Charlottesville, VA (Metropolitan Statistical Area)",2011,"96.543","118.393","100.329","99.643","101.866"
"1380","16860","Chattanooga, TN-GA (Metropolitan Statistical Area)",2011,"96.616","72.776","101.157","107.722","94.306"
"1381","16940","Cheyenne, WY (Metropolitan Statistical Area)",2011,"99.156","94.87","102.946","87.197","99.876"
"1382","16980","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",2011,"105.917","122.203","104.253","96.255","107.014"
"1383","17020","Chico, CA (Metropolitan Statistical Area)",2011,"99.102","102.149","102.504","81.898","100.679"
"1384","17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2011,"91.725","82.875","97.747","97.658","93.348"
"1385","17300","Clarksville, TN-KY (Metropolitan Statistical Area)",2011,"96.638","75.061","101.018","102.091","94.539"
"1386","17420","Cleveland, TN (Metropolitan Statistical Area)",2011,"94.149","63.255","94.612","104.353","87.793"
"1387","17460","Cleveland-Elyria, OH (Metropolitan Statistical Area)",2011,"95.196","88.524","98.468","97.883","95.786"
"1388","17660","Coeur d'Alene, ID (Metropolitan Statistical Area)",2011,"100.03","78.824","99.059","78.525","94.285"
"1389","17780","College Station-Bryan, TX (Metropolitan Statistical Area)",2011,"96.397","86.654","99.641","116.46","96.518"
"1390","17820","Colorado Springs, CO (Metropolitan Statistical Area)",2011,"99.264","107.063","103.552","85.347","102.119"
"1391","17860","Columbia, MO (Metropolitan Statistical Area)",2011,"96.243","76.55","95.587","104.678","93.047"
"1392","17900","Columbia, SC (Metropolitan Statistical Area)",2011,"96.423","81.483","100.359","106.401","95.844"
"1393","17980","Columbus, GA-AL (Metropolitan Statistical Area)",2011,"96.415","64.149","100.897","116.895","91.797"
"1394","18020","Columbus, IN (Metropolitan Statistical Area)",2011,"93.6","77.584","91.534","98.858","90.23"
"1395","18140","Columbus, OH (Metropolitan Statistical Area)",2011,"95.958","84.748","95.801","97.805","94.288"
"1396","18580","Corpus Christi, TX (Metropolitan Statistical Area)",2011,"96.881","77.201","100.799","116.713","95.621"
"1397","18700","Corvallis, OR (Metropolitan Statistical Area)",2011,"98.476","87.329","99.39","84.462","96.289"
"1398","18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2011,"96.293","93.224","99.741","98.056","97.377"
"1399","19060","Cumberland, MD-WV (Metropolitan Statistical Area)",2011,"96.957","67.543","101.476","102.453","92.5"
"1400","19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2011,"96.024","102.775","102.472","116.71","100.524"
"1401","19140","Dalton, GA (Metropolitan Statistical Area)",2011,"94.184","66.132","94.191","116.031","89.068"
"1402","19180","Danville, IL (Metropolitan Statistical Area)",2011,"94.025","55.683","92.458","96.091","85.915"
"1403","19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2011,"96.454","83.351","101.521","120.408","96.524"
"1404","19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2011,"96.027","77.949","96.074","94.341","92.904"
"1405","19430","Dayton-Kettering, OH (Metropolitan Statistical Area)",2011,"96.059","76.801","96.095","97.774","92.86"
"1406","19460","Decatur, AL (Metropolitan Statistical Area)",2011,"96.454","59.292","101.521","120.254","92.086"
"1407","19500","Decatur, IL (Metropolitan Statistical Area)",2011,"95.947","71.584","96.86","95.943","92.193"
"1408","19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2011,"96.966","96.225","100.937","98.123","98.626"
"1409","19740","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",2011,"103.267","123.702","99.885","85.288","103.858"
"1410","19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2011,"96.107","93.554","95.03","91.675","95.108"
"1411","19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2011,"101.169","93.691","97.499","98.363","98.082"
"1412","20020","Dothan, AL (Metropolitan Statistical Area)",2011,"95.897","55.303","99.571","120.241","89.193"
"1413","20100","Dover, DE (Metropolitan Statistical Area)",2011,"97.032","96.132","101.832","110.515","99.499"
"1414","20220","Dubuque, IA (Metropolitan Statistical Area)",2011,"96.265","70.336","95.568","91.519","91.281"
"1415","20260","Duluth, MN-WI (Metropolitan Statistical Area)",2011,"95.312","71.067","96.278","83.503","89.908"
"1416","20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2011,"96.753","89.778","100.577","98.879","97.443"
"1417","20700","East Stroudsburg, PA (Metropolitan Statistical Area)",2011,"97.891","100.907","98.769","94.776","98.726"
"1418","20740","Eau Claire, WI (Metropolitan Statistical Area)",2011,"96.054","81.2","96.775","89.166","93.526"
