variable,estimate,latitude,longitude
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.9553,-118.3857
is_crime_los_angeles THEFT OF IDENTITY,1,34.0726,-118.3463
is_crime_los_angeles BURGLARY,1,34.313,-118.5202
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,34.003,-118.2521
is_crime_los_angeles BURGLARY,1,34.0397,-118.4295
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1275,-118.3603
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2479,-118.4206
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1017,-118.318
is_crime_los_angeles THEFT OF IDENTITY,1,34.1586,-118.3877
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.2084,-118.4946
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.9367,-118.2871
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0467,-118.252
is_crime_los_angeles THEFT OF IDENTITY,1,33.9607,-118.4406
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.2042,-118.4116
is_crime_los_angeles THEFT OF IDENTITY,1,34.2251,-118.6492
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.277,-118.5327
is_crime_los_angeles BURGLARY,1,34.2064,-118.4059
is_crime_los_angeles THEFT OF IDENTITY,1,34.2108,-118.3719
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.098,-118.3425
is_crime_los_angeles BURGLARY,1,34.0554,-118.4232
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2265,-118.4565
is_crime_los_angeles THEFT OF IDENTITY,1,33.7975,-118.2638
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0578,-118.4232
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.0248,-118.3351
is_crime_los_angeles THEFT OF IDENTITY,1,34.0494,-118.4637
is_crime_los_angeles VEHICLE - STOLEN,1,34.0757,-118.1711
is_crime_los_angeles THEFT OF IDENTITY,1,34.0798,-118.2185
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.3261,-118.4889
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1091,-118.34
is_crime_los_angeles THEFT OF IDENTITY,1,34.3185,-118.4008
is_crime_los_angeles INDECENT EXPOSURE,1,34.0219,-118.3045
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0649,-118.4372
"is_crime_los_angeles RAPE, FORCIBLE",1,33.9656,-118.263
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.0269,-118.4037
is_crime_los_angeles THEFT OF IDENTITY,1,33.7315,-118.2836
is_crime_los_angeles THEFT OF IDENTITY,1,33.8201,-118.3015
"is_crime_los_angeles RAPE, FORCIBLE",1,34.2217,-118.4037
is_crime_los_angeles THEFT OF IDENTITY,1,34.2027,-118.3745
is_crime_los_angeles BURGLARY,1,34.127,-118.2618
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0625,-118.444
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0922,-118.2829
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.2102,-118.5404
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.021,-118.3671
is_crime_los_angeles THEFT OF IDENTITY,1,33.998,-118.3133
is_crime_los_angeles THEFT OF IDENTITY,1,34.1749,-118.6124
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0473,-118.4768
"is_crime_los_angeles ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,34.1036,-118.4321
is_crime_los_angeles BIKE - STOLEN,1,34.0888,-118.3753
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0605,-118.4193
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0649,-118.4372
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,33.9433,-118.4072
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0221,-118.2944
is_crime_los_angeles VEHICLE - STOLEN,1,34.0783,-118.3408
is_crime_los_angeles THEFT OF IDENTITY,1,34.1985,-118.4103
is_crime_los_angeles BURGLARY,1,34.2087,-118.4247
is_crime_los_angeles THEFT OF IDENTITY,1,33.9306,-118.2493
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0572,-118.2481
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.2258,-118.5994
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1667,-118.5908
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1667,-118.5908
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0643,-118.4933
"is_crime_los_angeles RAPE, FORCIBLE",1,33.804,-118.2631
is_crime_los_angeles THEFT OF IDENTITY,1,34.1304,-118.4172
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0962,-118.349
"is_crime_los_angeles BUNCO, GRAND THEFT",1,33.9899,-118.4698
is_crime_los_angeles CONTEMPT OF COURT,1,34.2393,-118.3938
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,33.9754,-118.3024
is_crime_los_angeles BIKE - STOLEN,1,34.0303,-118.4484
is_crime_los_angeles BURGLARY,1,34.0614,-118.1959
is_crime_los_angeles THEFT OF IDENTITY,1,34.2155,-118.4636
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1847,-118.5888
is_crime_los_angeles THEFT OF IDENTITY,1,34.1959,-118.3965
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0502,-118.4439
is_crime_los_angeles THEFT OF IDENTITY,1,33.9306,-118.2318
is_crime_los_angeles BURGLARY,1,34.2428,-118.5361
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.3183,-118.4443
is_crime_los_angeles VEHICLE - STOLEN,1,34.026,-118.2322
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.9587,-118.3805
is_crime_los_angeles THEFT OF IDENTITY,1,34.105,-118.2709
"is_crime_los_angeles DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",1,34.0628,-118.2395
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0674,-118.2753
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.2103,-118.6204
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1903,-118.5273
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.078,-118.2738
is_crime_los_angeles ARSON,1,33.9363,-118.2359
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.2291,-118.3752
is_crime_los_angeles THEFT OF IDENTITY,1,34.1976,-118.4455
is_crime_los_angeles THEFT OF IDENTITY,1,34.0339,-118.3654
is_crime_los_angeles VEHICLE - STOLEN,1,34.1822,-118.4366
is_crime_los_angeles BURGLARY,1,34.1175,-118.3631
is_crime_los_angeles BURGLARY,1,34.0332,-118.213
is_crime_los_angeles THEFT OF IDENTITY,1,34.0652,-118.2878
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,33.9915,-118.3063
is_crime_los_angeles THEFT OF IDENTITY,1,34.2796,-118.3046
is_crime_los_angeles VEHICLE - STOLEN,1,33.9454,-118.375
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1866,-118.5499
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0762,-118.326
"is_crime_los_angeles ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,34.0998,-118.3237
is_crime_los_angeles THEFT OF IDENTITY,1,34.0164,-118.3312
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0854,-118.2825
is_crime_los_angeles THEFT OF IDENTITY,1,34.1976,-118.4799
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1,34.2249,-118.3657
is_crime_los_angeles THEFT OF IDENTITY,1,34.2682,-118.5985
is_crime_los_angeles THEFT OF IDENTITY,1,34.243,-118.4937
is_crime_los_angeles VIOLATION OF COURT ORDER,1,34.1723,-118.5447
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0836,-118.3522
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1757,-118.4662
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1092,-118.3312
is_crime_los_angeles THEFT OF IDENTITY,1,34.1036,-118.2933
is_crime_los_angeles THEFT OF IDENTITY,1,34.1723,-118.5273
is_crime_los_angeles BURGLARY,1,33.9548,-118.4388
is_crime_los_angeles TRESPASSING,1,33.9968,-118.4207
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.9454,-118.375
is_crime_los_angeles THEFT OF IDENTITY,1,34.0155,-118.2933
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1034,-118.4057
is_crime_los_angeles THEFT OF IDENTITY,1,34.0587,-118.2862
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.2011,-118.5906
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.171,-118.5384
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.1591,-118.3745
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0577,-118.3066
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0673,-118.435
is_crime_los_angeles HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1,33.979,-118.2839
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.933,-118.2756
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0907,-118.3384
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2522,-118.5216
is_crime_los_angeles UNAUTHORIZED COMPUTER ACCESS,1,34.0949,-118.1645
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0323,-118.2959
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0595,-118.2749
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1055,-118.227
is_crime_los_angeles BURGLARY,1,34.1395,-118.2163
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0604,-118.4432
is_crime_los_angeles RECKLESS DRIVING,1,33.9921,-118.243
is_crime_los_angeles ORAL COPULATION,1,34.1867,-118.3812
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.098,-118.3416
is_crime_los_angeles BIKE - STOLEN,1,34.0876,-118.3114
is_crime_los_angeles BURGLARY,1,34.02,-118.2915
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.2644,-118.3386
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.032,-118.3918
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.2222,-118.5885
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0455,-118.3237
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0632,-118.3635
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.992,-118.4448
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2728,-118.489
is_crime_los_angeles THEFT OF IDENTITY,1,34.0727,-118.4751
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0438,-118.36
is_crime_los_angeles THEFT OF IDENTITY,1,34.1679,-118.5804
is_crime_los_angeles BURGLARY,1,34.1758,-118.4585
is_crime_los_angeles THEFT OF IDENTITY,1,34.2853,-118.403
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.2579,-118.3158
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0465,-118.2947
"is_crime_los_angeles RAPE, FORCIBLE",1,34.201,-118.6234
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.017,-118.3477
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0335,-118.2737
is_crime_los_angeles THEFT OF IDENTITY,1,34.2157,-118.5345
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.1152,-118.1991
is_crime_los_angeles THEFT OF IDENTITY,1,34.0468,-118.2605
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1831,-118.3878
is_crime_los_angeles THEFT OF IDENTITY,1,34.2164,-118.438
is_crime_los_angeles THEFT OF IDENTITY,1,34.3242,-118.4494
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0337,-118.3003
is_crime_los_angeles THEFT OF IDENTITY,1,34.0526,-118.3002
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0999,-118.3519
is_crime_los_angeles THEFT OF IDENTITY,1,34.0046,-118.3138
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9759,-118.3897
is_crime_los_angeles THEFT OF IDENTITY,1,34.244,-118.5583
is_crime_los_angeles THEFT OF IDENTITY,1,34.0654,-118.2966
is_crime_los_angeles THEFT OF IDENTITY,1,34.0507,-118.4236
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.042,-118.2625
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2262,-118.3918
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0498,-118.24
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.0345,-118.2256
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.2175,-118.5492
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0164,-118.2534
is_crime_los_angeles THEFT OF IDENTITY,1,34.2306,-118.5895
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.0577,-118.302
is_crime_los_angeles THEFT OF IDENTITY,1,34.2637,-118.4524
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.1984,-118.4684
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0109,-118.3112
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.1957,-118.5742
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0657,-118.2734
is_crime_los_angeles THEFT OF IDENTITY,1,34.0423,-118.2666
is_crime_los_angeles THEFT OF IDENTITY,1,33.8115,-118.3055
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1676,-118.6168
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1894,-118.5101
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.0516,-118.3219
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1469,-118.4717
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1411,-118.214
is_crime_los_angeles BIKE - STOLEN,1,34.0982,-118.2895
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,34.0444,-118.2827
is_crime_los_angeles THEFT OF IDENTITY,1,34.1266,-118.3874
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0853,-118.3288
is_crime_los_angeles THEFT OF IDENTITY,1,33.9942,-118.2762
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.2355,-118.4632
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.3241,-118.4795
is_crime_los_angeles DISTURBING THE PEACE,1,34.0563,-118.2374
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.0762,-118.3441
is_crime_los_angeles THEFT OF IDENTITY,1,34.0104,-118.2535
is_crime_los_angeles THEFT OF IDENTITY,1,33.9982,-118.3258
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.1275,-118.3603
is_crime_los_angeles THEFT OF IDENTITY,1,34.104,-118.3755
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.2534,-118.6072
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9971,-118.2449
is_crime_los_angeles DOCUMENT WORTHLESS ($200.01 & OVER),1,34.0685,-118.2775
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9983,-118.2783
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.2247,-118.4655
is_crime_los_angeles BURGLARY,1,34.2869,-118.4878
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.7405,-118.2797
is_crime_los_angeles FALSE IMPRISONMENT,1,33.9633,-118.2761
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.046,-118.2509
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.9472,-118.3909
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1218,-118.2252
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.189,-118.4934
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,33.9975,-118.2718
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.0638,-118.4324
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9863,-118.469
is_crime_los_angeles BURGLARY,1,34.1719,-118.5684
is_crime_los_angeles THEFT OF IDENTITY,1,34.0852,-118.186
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0426,-118.3764
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0154,-118.2653
is_crime_los_angeles THEFT OF IDENTITY,1,34.1577,-118.3727
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0406,-118.4275
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,33.9457,-118.2462
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2392,-118.3673
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.04,-118.2153
is_crime_los_angeles BURGLARY,1,33.9771,-118.3768
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0617,-118.2469
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,33.9664,-118.3112
is_crime_los_angeles THEFT OF IDENTITY,1,34.3048,-118.4665
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2215,-118.4553
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1478,-118.4296
is_crime_los_angeles BURGLARY,1,33.9788,-118.4151
is_crime_los_angeles VEHICLE - STOLEN,1,33.9889,-118.3467
is_crime_los_angeles THEFT OF IDENTITY,1,34.271,-118.4771
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0154,-118.2653
is_crime_los_angeles EXTORTION,1,34.1052,-118.3375
is_crime_los_angeles THEFT OF IDENTITY,1,34.0562,-118.257
is_crime_los_angeles THEFT OF IDENTITY,1,33.977,-118.2695
is_crime_los_angeles ORAL COPULATION,1,34.0703,-118.2786
is_crime_los_angeles THEFT OF IDENTITY,1,34.133,-118.2031
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0448,-118.2474
is_crime_los_angeles UNAUTHORIZED COMPUTER ACCESS,1,34.1576,-118.4144
is_crime_los_angeles BURGLARY,1,34.3193,-118.4871
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.2337,-118.4536
is_crime_los_angeles THEFT OF IDENTITY,1,34.196,-118.4575
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,33.9936,-118.3215
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1323,-118.2667
is_crime_los_angeles VIOLATION OF COURT ORDER,1,33.9727,-118.2914
is_crime_los_angeles BIKE - STOLEN,1,34.0197,-118.2882
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.1888,-118.6059
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.979,-118.3112
is_crime_los_angeles THEFT OF IDENTITY,1,33.9565,-118.3827
is_crime_los_angeles THEFT OF IDENTITY,1,34.2537,-118.474
is_crime_los_angeles BURGLARY,1,34.2503,-118.5024
is_crime_los_angeles VEHICLE - STOLEN,1,34.0545,-118.1949
is_crime_los_angeles ORAL COPULATION,1,34.0057,-118.2635
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.2048,-118.5273
is_crime_los_angeles BURGLARY FROM VEHICLE,1,33.8698,-118.2858
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.9553,-118.3857
is_crime_los_angeles VEHICLE - STOLEN,1,33.746,-118.2879
is_crime_los_angeles VEHICLE - STOLEN,1,34.2153,-118.4519
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.8214,-118.3037
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0425,-118.3258
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1,33.9932,-118.298
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0001,-118.2954
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0167,-118.4202
"is_crime_los_angeles RAPE, FORCIBLE",1,33.7739,-118.2678
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9782,-118.422
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.998,-118.3294
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.1649,-118.425
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0537,-118.2891
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,33.9924,-118.4105
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.1774,-118.5387
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,33.964,-118.2739
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.2012,-118.44970000000001
is_crime_los_angeles BURGLARY,1,34.057,-118.2691
"is_crime_los_angeles ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,34.1343,-118.2702
is_crime_los_angeles THEFT OF IDENTITY,1,33.7424,-118.2857
is_crime_los_angeles THEFT OF IDENTITY,1,34.1711,-118.5005
is_crime_los_angeles THEFT OF IDENTITY,1,34.0058,-118.2565
is_crime_los_angeles THEFT OF IDENTITY,1,34.1894,-118.4343
"is_crime_los_angeles RAPE, FORCIBLE",1,34.2085,-118.379
is_crime_los_angeles THEFT OF IDENTITY,1,34.2611,-118.3114
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0436,-118.3249
is_crime_los_angeles THEFT OF IDENTITY,1,34.2176,-118.3894
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.307,-118.4297
is_crime_los_angeles THEFT OF IDENTITY,1,34.1794,-118.4355
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0888,-118.3124
is_crime_los_angeles SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1,34.0669,-118.3429
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.0335,-118.2619
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,34.0326,-118.3177
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,34.2678,-118.3996
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1589,-118.5289
is_crime_los_angeles THEFT OF IDENTITY,1,34.0862,-118.3051
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0484,-118.471
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1,34.1849,-118.3834
is_crime_los_angeles THEFT OF IDENTITY,1,34.1599,-118.379
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9401,-118.2761
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0618,-118.2867
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0877,-118.2869
is_crime_los_angeles THEFT OF IDENTITY,1,34.2432,-118.5232
is_crime_los_angeles THEFT OF IDENTITY,1,34.1858,-118.4252
is_crime_los_angeles THEFT OF IDENTITY,1,34.0999,-118.3594
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9598,-118.4307
is_crime_los_angeles BURGLARY,1,34.0835,-118.3075
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.2684,-118.5149
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.282,-118.4281
is_crime_los_angeles BURGLARY,1,34.0578,-118.2941
"is_crime_los_angeles RAPE, FORCIBLE",1,34.2707,-118.5345
